"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg16976876",0.105521549951588,0.459771574920705,3.03179015021333,0.00258345959348658,0.00582044807011512,-3.03116166535387,0.417255610619822,0.52277716057141,0.105521549951588,"X",10124911,"R","I","CLCN4","TSS200","shore","TSS200-shore","chrX:10126320-10126882",TRUE,TRUE,"","","","NO"
"cg07351084",-0.0613543176310645,0.432385211669324,-3.03050639486965,0.00259422548545109,0.0058431274482228,-3.03496777159977,0.457105640617763,0.395751322986698,-0.0613543176310649,"1",33721459,"R","I","ZNF362","TSS1500","island","TSS1500-island","chr1:33721448-33721703",NA,NA,"","","","NO"
"cg10848754",0.0446212785671013,0.603239229232919,3.02878222607345,0.00260912593421923,0.00587510459689151,-3.03936999568592,NA,0.629838288232773,NA,"9",21995733,"R","I","CDKN2BAS","Body","island","Body-island","chr9:21994101-21995910",NA,NA,"","","","NO"
"cg08552167",0.0360533678298365,0.927190784477449,3.02840172626043,0.00261196486899041,0.00587991229198218,-3.0412044032599,0.912664427536302,0.948717795366138,0.036053367829836,"10",134560109,"F","I","INPP5A","Body","shelf","Body-shelf","chr10:134562566-134563206",NA,NA,"","","","NO"
"cg00668150",0.0513020015679519,0.77547606534849,3.027725822598,0.00261768534994712,0.00589120242819456,-3.04320638661726,0.754805841415771,0.806107842983723,0.0513020015679517,"17",2615720,"F","I","KIAA0664","TSS1500","shore","TSS1500-shore","chr17:2614320-2615630",NA,NA,"","rs9916715","","NO"
"cg21275135",0.0328231853826754,0.747507273664186,3.02659951051968,0.00262724338541154,0.0059111207222537,-3.046541501098,0.734282398000293,0.767105583382968,0.032823185382675,"6",99273679,"R","II","","IGR","shore","IGR-shore","chr6:99272394-99273014",NA,TRUE,"","","","NO"
"cg03779973",0.0498380757675244,0.807796225142227,3.0227316852637,0.00266301774835639,0.00598677348486794,-3.05012169041593,NA,NA,NA,"4",151001971,"F","I","DCLK2","Body","shore","Body-shore","chr4:150999250-151000706",NA,NA,"","rs59240014","","NO"
"cg20912172",0.0390214364007095,0.742421983952436,3.02501991500649,0.00264070199083931,0.00593980194708443,-3.05121682986625,0.726699754723024,0.765721191123734,0.0390214364007098,"1",211500571,"R","II","TRAF5","5'UTR","island","5'UTR-island","chr1:211500151-211500636",NA,NA,"","","","NO"
"cg08231710",-0.0279917155182952,0.852743662269974,-3.0239300169664,0.00265002507815747,0.00595916810307605,-3.0544413775771,0.864021877745792,0.836030162227496,-0.0279917155182958,"1",1566687,"F","I","MMP23A","TSS1500","island","TSS1500-island","chr1:1564421-1570006",NA,TRUE,"","","","NO"
"cg20366284",-0.0474017100103168,0.657180059222247,-3.02016764977616,0.00268244121446406,0.00602826171558525,-3.06556408857364,0.676278806459413,0.628877096449096,-0.0474017100103169,"2",136876766,"R","I","CXCR4","TSS1500","island","TSS1500-island","chr2:136876711-136877051",NA,NA,"","","","NO"
"cg06537680",-0.0369607349000476,0.562790579023261,-3.02011289876315,0.0026829156162971,0.00602826171558525,-3.0657258515435,0.577682525609202,0.540721790709155,-0.0369607349000474,"16",67204316,"F","I","","IGR","island","IGR-island","chr16:67204208-67204637",NA,TRUE,"","","","NO"
"cg00376544",0.0713073580350722,0.438940379199566,3.01994611607496,0.00268436121474587,0.00602988803118768,-3.06621859705931,0.410209744651455,0.481517102686527,0.0713073580350723,"17",6679348,"F","I","FBXO39","TSS1500","island","TSS1500-island","chr17:6679205-6679710",NA,TRUE,"","rs71370463","","NO"
"cg00790098",0.0554603317523955,0.19118080234503,3.01964275048332,0.0026873759420296,0.00603503726336432,-3.06640622356016,NA,0.224241097428574,NA,"2",223167400,"R","I","CCDC140","5'UTR","island","5'UTR-island","chr2:223167205-223167560",NA,NA,"","","","NO"
"cg23609985",-0.0354456586642794,0.589817819655664,-3.01946083788058,0.0026885714553771,0.00603569086947069,-3.06765216282866,0.604099322903893,0.568653664239613,-0.0354456586642793,"1",119870339,"R","I","","IGR","island","IGR-island","chr1:119870226-119870535",NA,NA,"","","","NO"
"cg08416194",0.0804523759242896,0.552894459332419,3.01939858764374,0.00268911197224921,0.00603569086947069,-3.06783604100004,0.520479181654186,0.600931557578476,0.08045237592429,"5",145236139,"F","II","","IGR","opensea","IGR-opensea","",NA,NA,"","rs60662909","","NO"
"cg27416863",-0.0610858363666094,0.77413365506312,-3.01867340936585,0.00269618634030297,0.00604831919626505,-3.06855564723126,NA,0.737780132932748,NA,"7",1370727,"F","I","","IGR","island","IGR-island","chr7:1370386-1370863",NA,NA,"","rs6971183","","NO"
"cg05702851",0.0421394661306139,0.614613782166119,3.01895025523648,0.00269300777317848,0.00604281142549906,-3.06916024276396,0.597635259404755,0.639774725535369,0.0421394661306141,"4",110481083,"F","I","CCDC109B","TSS1500","island","TSS1500-island","chr4:110480827-110482060",NA,NA,"","","","NO"
"cg05847960",-0.0664605722490371,0.637097525266405,-3.01718619526025,0.00270838694111104,0.00607405758551453,-3.07436877169492,0.663875328648299,0.597414756399261,-0.0664605722490376,"20",10152774,"R","I","","IGR","island","IGR-island","chr20:10152768-10153193",TRUE,TRUE,"","","","NO"
"cg14202910",0.0569256327901583,0.395548836846871,3.01686147924568,0.0027112265942468,0.00607879414072403,-3.0753272043493,0.372612780916856,0.429538413707014,0.0569256327901583,"14",61124238,"F","I","","IGR","island","IGR-island","chr14:61123613-61124613",TRUE,TRUE,"","","","NO"
"cg26667946",0.0722059164042009,0.694391951453033,3.01380935049788,0.00274080814016675,0.00614182167461187,-3.07741907010717,NA,NA,NA,"13",46425874,"F","II","SIAH3","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","","","NO"
"cg12537382",0.0747912630022196,0.398663140125161,3.01492054615411,0.0027282571321979,0.00611533675405991,-3.08105400908211,0.36852879629417,0.443320059296389,0.0747912630022191,"4",1404446,"F","I","","IGR","island","IGR-island","chr4:1404039-1404518",NA,NA,"","rs13118622","","NO"
"cg13919438",0.0565381181713998,0.347846188659802,3.01331745088615,0.00274239724852131,0.00614373467796916,-3.08578134935919,0.325066267260645,0.381604385432045,0.0565381181714,"20",39995546,"R","I","EMILIN3","TSS200","island","TSS200-island","chr20:39994545-39995810",NA,TRUE,"","","","NO"
"cg05289920",-0.0986902577199082,0.435725779534608,-2.99277770010816,0.00294952477820589,0.00657075466590186,-3.08690448172727,NA,NA,NA,"15",96886805,"R","II","","IGR","shore","IGR-shore","chr15:96887415-96887616",NA,NA,"","","","NO"
"cg27147615",0.0485618861559597,0.581508183067975,3.01239308205815,0.00275058116305128,0.00616041689976687,-3.08850611101051,0.561941986218729,0.610503872374689,0.0485618861559594,"13",40976678,"R","II","LOC646982","Body","opensea","Body-opensea","",TRUE,TRUE,"","","","NO"
"cg02247178",0.0643953331573596,0.686815152619445,3.01210054944448,0.00275317576581561,0.00616457527408834,-3.08936824261659,0.660869460133713,0.725264793291073,0.0643953331573599,"13",31506687,"F","I","C13orf26","TSS200","opensea","TSS200-opensea","",NA,NA,"","","","NO"
"cg06903384",0.0611721910314754,0.539411840178651,3.01200079551274,0.00275406104101785,0.00616490512772324,-3.08966221208742,0.514764792335872,0.575936983367347,0.0611721910314756,"3",152553711,"F","II","P2RY1","1stExon","island","1stExon-island","chr3:152552602-152553712",NA,NA,"","","","NO"
"cg01786994",0.070293348062093,0.575605877862987,3.01020412188793,0.00277005052712257,0.00619903619169086,-3.09495531725816,0.547283800731173,0.617577148793267,0.0702933480620935,"15",78556945,"R","I","DNAJA4","Body","island","Body-island","chr15:78556405-78557542",TRUE,TRUE,"","","","NO"
"cg11502745",0.0748343985088428,0.300731105657085,3.00917740430248,0.00277922596017373,0.00621790403623229,-3.09797872973035,0.270579381986047,0.345413780494889,0.0748343985088427,"11",18742694,"F","I","IGSF22","Body","island","Body-island","chr11:18742690-18743513",TRUE,NA,"","","","NO"
"cg10424417",-0.0447423267117466,0.835204293518688,-3.00605399322791,0.00280731040391697,0.00627905518455753,-3.1071702813571,0.853231541659829,0.808489214948082,-0.0447423267117472,"5",87989191,"F","II","","IGR","shelf","IGR-shelf","chr5:87985470-87985810",NA,NA,"","","","NO"
"cg11306441",0.072787477056361,0.397923996861143,3.00520317896212,0.00281540039072599,0.00629546436405913,-3.1089617509052,NA,0.441313125520044,NA,"12",54520919,"F","I","LOC400043","Body","shore","Body-shore","chr12:54519768-54520457",TRUE,NA,"","","","NO"
"cg03209642",0.0285313349048257,0.660055409293049,3.00487543059275,0.0028179749782734,0.00629953518022371,-3.11063617255786,0.648559774355667,0.677091109260494,0.0285313349048265,"15",91427605,"R","I","FES","TSS200","island","TSS200-island","chr15:91427540-91427905",TRUE,NA,"","","rs12592067","NO"
"cg11333459",0.0356264827511764,0.818283676682467,3.00295597644484,0.00283702162376345,0.00633914285672706,-3.11340506932625,NA,0.839415070863312,NA,"11",31835929,"F","II","PAX6","5'UTR","island","5'UTR-island","chr11:31831620-31839038",NA,NA,"","","","NO"
"cg05479196",0.0292490491335139,0.633981059541273,3.00275999174496,0.00283721033532469,0.00633914285672706,-3.11685394515804,0.622196248482624,0.651445297616138,0.0292490491335141,"11",64513056,"F","I","RASGRP2","TSS1500","island","TSS1500-island","chr11:64509433-64513826",NA,NA,"","","","NO"
"cg23189410",0.087716923315738,0.489862737909487,3.00151362793436,0.00284859958049342,0.00636288793995777,-3.12051533912997,0.454520482398777,0.542237405714515,0.0877169233157379,"3",147125712,"F","I","ZIC4","TSS1500","shore","TSS1500-shore","chr3:147126988-147128999",NA,TRUE,"","","","NO"
"cg13570982",0.0666584538536984,0.415992330972476,3.00142836030625,0.00284938028319512,0.00636293046934296,-3.12076577330297,0.38913479859453,0.455793252448228,0.0666584538536983,"14",55596240,"R","I","LGALS3","5'UTR","island","5'UTR-island","chr14:55595697-55596692",NA,NA,"","","","NO"
"cg03892045",-0.0659699759443287,0.5514731342736,-3.00107503572694,0.00285261738095892,0.00636845686812689,-3.12180342805235,0.578053270212334,0.512083294268005,-0.0659699759443285,"17",6947288,"R","I","SLC16A11","TSS200","island","TSS200-island","chr17:6945389-6947521",TRUE,TRUE,"","","","NO"
"cg18735956",0.0393328825313127,0.819825913971828,3.00036154487263,0.00285916453412523,0.00638136802513549,-3.12389847390362,0.803978199165522,0.843311081696835,0.0393328825313127,"6",34113908,"F","I","","IGR","island","IGR-island","chr6:34111735-34113944",TRUE,NA,"","","","NO"
"cg25206096",-0.0820639063409451,0.29993915358995,-2.997092021898,0.00289178100144736,0.0064489958585401,-3.12914873350957,NA,0.251428470038652,NA,"10",33294599,"R","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","NO"
"cg17601191",0.038607763240512,0.897560262894619,2.99786527922407,0.00288217933157671,0.00643101659615167,-3.13122458451708,0.882004707802569,0.92061247104308,0.0386077632405115,"13",31264764,"R","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","NO"
"cg12974388",-0.0729088514789073,0.353269311396523,-2.99712766460509,0.00288901232338853,0.00644454177559087,-3.13338823913722,0.38264520786618,0.309736356387272,-0.0729088514789072,"2",237072998,"F","I","","IGR","island","IGR-island","chr2:237071794-237078762",NA,TRUE,"","","","NO"
"cg08974450",-0.0528959769197577,0.445310916021451,-2.99527406194668,0.0029062489767176,0.00647953134547606,-3.13882318574888,0.466623372741548,0.41372739582179,-0.0528959769197578,"16",84402160,"R","I","ATP2C2","5'UTR","island","5'UTR-island","chr16:84401957-84402497",TRUE,NA,"high-CpG:82959587-82959673","","","NO"
"cg13304035",0.0708911608317119,0.228988520954441,2.99435399628936,0.00291483960674847,0.00649695039348365,-3.14151971369692,0.200425577512537,0.271316738344249,0.0708911608317117,"X",135333674,"F","I","MAP7D3","TSS200","island","TSS200-island","chrX:135332893-135333726",TRUE,NA,"","","","NO"
"cg16050974",-0.0752049072191419,0.392584000752249,-2.99398733501379,0.00291826959086843,0.00650286053937447,-3.1425941033069,0.422885007058991,0.347680099839849,-0.075204907219142,"1",10057700,"F","I","RBP7","Body","island","Body-island","chr1:10057121-10058108",TRUE,NA,"","rs12759809","rs11121513","NO"
"cg14320530",0.0690886813079574,0.717766506319857,2.98783288547803,0.00298100768329495,0.00663286014096867,-3.14883349475257,NA,NA,NA,"10",134693097,"F","I","","IGR","island","IGR-island","chr10:134692851-134693252",NA,NA,"","","","NO"
"cg18894440",0.0200531743523471,0.896176926214328,2.98987373709391,0.00295700502702811,0.00658566248888105,-3.15463911750596,0.88809724916945,0.908150423521797,0.0200531743523471,"8",76321233,"R","II","","IGR","shore","IGR-shore","chr8:76319450-76320196",NA,NA,"","","","NO"
"cg20597646",-0.053413990596058,0.701475255799329,-2.98934782816761,0.00296199101759487,0.00659500878491139,-3.15617788646871,0.722996426767644,0.669582436171586,-0.0534139905960582,"X",99666346,"R","I","PCDH19","TSS1500","island","TSS1500-island","chrX:99666131-99666381",NA,NA,"","","rs62602761","NO"
"cg03623394",0.0630816140306975,0.307878424710581,2.98783621703272,0.00297636506340827,0.00662524746595063,-3.16059930059076,0.282462046241902,0.3455436602726,0.0630816140306974,"4",1005876,"F","I","FGFRL1","5'UTR","shore","5'UTR-shore","chr4:1005930-1006282",NA,NA,"","","","NO"
"cg24039697",0.068915604937514,0.248621661628624,2.98731114226242,0.00298137297454362,0.00663286014096867,-3.16213462623966,0.220854694590693,0.289770299528207,0.0689156049375142,"10",8094534,"F","I","FLJ45983","Body","island","Body-island","chr10:8091374-8098329",NA,NA,"","","","NO"
"cg03055065",0.0417754351882013,0.672948256709867,2.98652352063009,0.00298889939960789,0.00664783428762629,-3.16443715781908,0.656116406609766,0.697891841797968,0.0417754351882017,"12",4671310,"R","II","","IGR","island","IGR-island","chr12:4671309-4671704",TRUE,TRUE,"","","","NO"
"cg03317820",-0.0372223288486214,0.879321293592874,-2.98643390351334,0.00298975687229684,0.00664797149618521,-3.16469910747872,0.894318639682368,0.857096310833745,-0.0372223288486224,"7",1141533,"F","I","C7orf50","Body","island","Body-island","chr7:1141229-1141545",NA,NA,"","rs73050466","","NO"
"cg09809276",0.0503913915161609,0.597759300782356,2.98561026606248,0.00299764813776593,0.00666374468943495,-3.16710623639413,0.577455973132641,0.627847364648802,0.050391391516161,"6",70576523,"F","I","COL19A1","1stExon","shore","1stExon-shore","chr6:70576974-70577572",NA,NA,"","","","NO"
"cg13985405",0.0754024192198701,0.276306286643357,2.98549424929905,0.00299876122468227,0.00666444566932579,-3.16744525111214,0.245925700258652,0.321328119478522,0.0754024192198699,"X",101397483,"F","I","TCEAL6","TSS200","island","TSS200-island","chrX:101397305-101397514",NA,NA,"","","","NO"
"cg04804877",0.033405089517267,0.671031557920122,2.98276629121088,0.00302504307796786,0.00672106645567647,-3.17541303082587,0.65757222573598,0.690977315253247,0.0334050895172671,"12",3862225,"F","I","EFCAB4B","1stExon","island","1stExon-island","chr12:3862068-3862606",TRUE,TRUE,"high-CpG:3732478-3732672","rs58844935","","NO"
"cg03143164",0.0243923906827871,0.827874439498072,2.98145396676471,0.00303776132211175,0.00674752940306343,-3.17924356308654,0.818046437426852,0.842438828109639,0.0243923906827879,"7",155283886,"R","I","","IGR","shore","IGR-shore","chr7:155284018-155284356",TRUE,TRUE,"","","","NO"
"cg22927510",0.0651128949415005,0.246643621190541,2.97889958835017,0.00306307349824314,0.0067983305006172,-3.18598034405792,NA,0.285457877299221,NA,"22",50968328,"F","I","TYMP","5'UTR","island","5'UTR-island","chr22:50963608-50970768",NA,NA,"high-CpG:49315064-49315705","","","NO"
"cg06704589",-0.0727625525395106,0.471687168630622,-2.97908637129574,0.00306083048707823,0.00679588582094823,-3.18615023188486,0.501004119411104,0.428241566871594,-0.0727625525395104,"13",113097900,"F","I","","IGR","opensea","IGR-opensea","",NA,TRUE,"","rs78635728","rs77409689","NO"
"cg00167841",0.0345920554375122,0.764908015365618,2.97905282227124,0.00306115852815755,0.00679588582094823,-3.18624806218611,0.750970439631087,0.785562495068598,0.0345920554375114,"6",30923672,"F","II","","IGR","shore","IGR-shore","chr6:30923208-30923624",TRUE,TRUE,"","","","NO"
"cg25017223",0.0690757886026692,0.801095711174231,2.9770010078333,0.00308170018174931,0.00683785479902622,-3.19055498914219,0.77336455516586,NA,NA,"17",75238703,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg12087432",0.0817877259161832,0.321184198663301,2.97489664561282,0.00310416588449583,0.00688221916111415,-3.19285649475631,NA,NA,NA,"19",18747704,"F","I","KLHL26","TSS200","opensea","TSS200-opensea","",NA,NA,"","","","NO"
"cg09760963",0.0718660468988984,0.513654066990747,2.97637503360854,0.00308744586674051,0.00684878459127726,-3.19405319699222,0.484698329647987,0.556564376546885,0.0718660468988983,"4",154680808,"R","I","RNF175","Body","island","Body-island","chr4:154680774-154681377",NA,NA,"","","","NO"
"cg01238435",-0.0386011731796909,0.836733136399363,-2.9742891564208,0.00310806548142283,0.00688903662292553,-3.20012838726353,0.852286036272733,0.813684863093043,-0.0386011731796907,"5",141595696,"R","II","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","NO"
"cg00849191",0.0711030346358292,0.24834164741211,2.97391026066539,0.00311182449260169,0.0068955389419614,-3.20123149644643,0.219693337340392,0.290796371976221,0.071103034635829,"X",152939154,"R","I","PNCK","Body","island","Body-island","chrX:152938634-152939544",NA,TRUE,"","","","NO"
"cg20172627",0.0735199640399613,0.513651828704639,2.97204341104377,0.00313210654950288,0.00693325667671269,-3.20187785049248,NA,NA,NA,"2",25439110,"R","I","","IGR","island","IGR-island","chr2:25438725-25439276",TRUE,NA,"","","rs10185041","NO"
