"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg02072885",0.288566281244541,0.391578769445708,9.87219753844673,1.81539806679113e-20,2.42692197951241e-20,34.2272195636413,0.254715904626869,0.54328218587141,0.288566281244541,"3",182880477,"R","I","LAMP3","5'UTR","island","5'UTR-island","chr3:182880277-182880722",TRUE,TRUE,"high-CpG:184363126-184363318","","","NO"
"cg05059304",0.279005310522715,0.409999232446921,9.87508023055328,1.82536716920106e-20,2.43985877304091e-20,34.2253534503185,NA,0.555915802892709,NA,"6",10887047,"R","I","SYCP2L","TSS200","shore","TSS200-shore","chr6:10887184-10887622",TRUE,NA,"","","","NO"
"cg10513702",0.269158936295013,0.292865466066291,9.85311630418521,2.13683125135452e-20,2.85571720905706e-20,34.0674663200289,0.165612673835124,NA,NA,"1",200003800,"F","I","NR5A2","Body","shore","Body-shore","chr1:200004474-200004933",NA,NA,"","","","NO"
"cg19916740",0.280372983291722,0.641428247425338,9.8557932576853,2.21364818129648e-20,2.9579041757119e-20,34.0393578577245,NA,0.786897128611478,NA,"22",46275064,"R","I","","IGR","shore","IGR-shore","chr22:46276365-46277064",NA,TRUE,"","","","NO"
"cg11631592",0.253495066685746,0.730952998023854,9.8461734752678,2.22482824447966e-20,2.97236768821095e-20,34.0253401346508,0.6107239092529,0.864218975938647,0.253495066685747,"6",148869535,"F","I","SASH1","Body","opensea","Body-opensea","",NA,TRUE,"","","","NO"
"cg16697853",-0.235062103660829,0.367903806452292,-9.84007849300237,2.33326496191625e-20,3.1167405647343e-20,33.9781027380658,0.47939040418857,0.244328300527742,-0.235062103660829,"11",74952790,"F","I","","IGR","island","IGR-island","chr11:74951647-74953491",NA,NA,"high-CpG:74630409-74630475","","","NO"
"cg16691821",0.258639034144806,0.337012485035523,9.83663659639282,2.39680180483007e-20,3.20110028418072e-20,33.9514346900688,0.214343685983986,0.472982720128792,0.258639034144805,"1",2375627,"R","I","","IGR","island","IGR-island","chr1:2374818-2375814",TRUE,NA,"","","rs34230195","NO"
"cg09996288",0.228137017210115,0.341494832345137,9.83334413320211,2.49330645728584e-20,3.32945686447665e-20,33.9140274294696,NA,0.461119686641559,NA,"6",32055517,"R","I","TNXB","Body","island","Body-island","chr6:32055067-32055601",TRUE,TRUE,"","","","NO"
"cg22473637",0.282534828588808,0.57425746536815,9.82446498044418,2.82486105415715e-20,3.7715980895683e-20,33.7975652204137,NA,NA,NA,"6",100442151,"R","I","MCHR2","TSS200","island","TSS200-island","chr6:100441406-100442152",NA,TRUE,"","","","NO"
"cg24818939",0.288288305202149,0.393518408762758,9.81226654142566,2.89856050890778e-20,3.86937911336139e-20,33.7627664340608,0.256787384009738,0.545075689211888,0.28828830520215,"X",101906109,"F","I","GPRASP1","TSS200","island","TSS200-island","chrX:101906001-101907017",TRUE,NA,"","rs16984117","","NO"
"cg02447380",0.170093421862365,0.100562491526869,9.81462136639444,3.04951008611462e-20,4.07023602163309e-20,33.722172387606,NA,NA,NA,"1",28919300,"R","I","RAB42","5'UTR","island","5'UTR-island","chr1:28919041-28919454",TRUE,NA,"","","","NO"
"cg19295951",0.259202151480786,0.451162524950766,9.8025356865543,3.12689059219519e-20,4.17285048038317e-20,33.6875068901017,0.328226647391308,0.587428798872094,0.259202151480786,"15",45421998,"F","I","DUOX1","TSS200","island","TSS200-island","chr15:45421236-45422394",TRUE,TRUE,"","","","NO"
"cg17831269",0.21819542919538,0.197111004660902,9.79963930731687,3.19823865298631e-20,4.26738311883847e-20,33.6651142287353,0.0936240296710935,0.311819458866474,0.21819542919538,"1",6209018,"F","I","CHD5","Body","island","Body-island","chr1:6208716-6209039",TRUE,TRUE,"","","","NO"
"cg07028914",-0.21035286647294,0.378659723789995,-9.79427729757473,3.33461588516192e-20,4.44863958873246e-20,33.6236691553833,0.478427083317161,0.268074216844221,-0.21035286647294,"6",85474090,"R","I","TBX18","TSS200","island","TSS200-island","chr6:85472702-85474132",TRUE,NA,"","","","NO"
"cg16529483",0.266117328886911,0.383660174528148,9.79304349963356,3.36680439799415e-20,4.49086443251527e-20,33.6141344900519,0.257444527113213,0.523561856000125,0.266117328886911,"X",153046451,"R","I","SRPK3","TSS200","island","TSS200-island","chrX:153046341-153046768",NA,TRUE,"high-CpG:152699616-152699704","","","NO"
"cg04515996",-0.268058170037235,0.299756470069108,-9.79409380307821,3.38508969527479e-20,4.5145337347263e-20,33.6105303335125,NA,0.159198747671361,NA,"6",85474028,"F","I","TBX18","TSS200","island","TSS200-island","chr6:85472702-85474132",TRUE,NA,"","","","NO"
"cg03191830",0.177550201986813,0.102633455615259,9.79207573563414,3.39226805666062e-20,4.52338505113213e-20,33.6066561905367,0.0184239312443705,0.195974133231184,0.177550201986813,"19",36134461,"R","I","ETV2","Body","island","Body-island","chr19:36134153-36135781",NA,NA,"","","","NO"
"cg02657292",0.258605748312238,0.398720571825404,9.79046222434996,3.43514830013639e-20,4.57983225332579e-20,33.5941888868587,0.276067559768743,0.534673308080981,0.258605748312238,"7",138720909,"R","I","ZC3HAV1L","TSS200","island","TSS200-island","chr7:138720044-138721019",NA,NA,"","","","NO"
"cg10799668",0.258715327646597,0.781658017047565,9.78590377162096,3.55922183111747e-20,4.7444932467138e-20,33.5589729398118,0.658953033078036,0.917668360724634,0.258715327646598,"10",131631816,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg25981350",0.294432831463156,0.709016159590246,9.78461438886744,3.95833338868634e-20,5.27567280298112e-20,33.4671715601816,NA,NA,NA,"7",4049531,"R","I","SDK1","Body","opensea","Body-opensea","",NA,NA,"","","","NO"
"cg03357006",0.254798793654488,0.67571441845934,9.76881757292555,4.06516735757946e-20,5.41719701790059e-20,33.4270588416094,0.554866990611783,0.809665784266271,0.254798793654488,"11",68973410,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg07882671",-0.2398331683618,0.218870992449946,-9.76022950129492,6.20810222942808e-20,8.27152887155378e-20,33.055298775029,NA,NA,NA,"5",1883005,"R","I","IRX4","TSS200","island","TSS200-island","chr5:1881924-1887743",NA,TRUE,"","","","NO"
"cg20511194",0.209972619496983,0.119399301774003,9.7035698920561,6.74514465006815e-20,8.98563840004295e-20,32.9245383225624,0.0198122879554335,0.229784907452416,0.209972619496983,"1",45987619,"R","I","PRDX1","TSS200","island","TSS200-island","chr1:45987163-45987803",NA,NA,"","","","NO"
"cg05875032",0.161066113200706,0.1026606353904,9.70346940320728,7.21464671696457e-20,9.60955973748756e-20,32.8678434788842,NA,NA,NA,"22",18593364,"R","I","TUBA8","TSS200","island","TSS200-island","chr22:18593113-18594197",TRUE,TRUE,"","","","NO"
"cg17204394",0.223304849524462,0.189075201442857,9.6760862206617,8.34403559578036e-20,1.11120792869678e-19,32.7134507075397,0.0831649013826834,0.306469750907145,0.223304849524462,"12",51785327,"R","I","GALNT6","TSS200","island","TSS200-island","chr12:51785279-51785821",TRUE,NA,"high-CpG:50071459-50071832","","","NO"
"cg27579711",0.257750544517451,0.343396603486844,9.67009576422206,9.21038715312458e-20,1.2261924187602e-19,32.6230807288275,NA,NA,NA,"6",26172931,"R","II","","IGR","shore","IGR-shore","chr6:26172033-26172398",NA,NA,"","","","NO"
"cg13409248",0.24500171921417,0.313198035903343,9.66413554785161,9.15169990428629e-20,1.21857349379037e-19,32.6217725531271,0.196997220504623,0.441998939718793,0.24500171921417,"3",40428643,"F","I","ENTPD3","TSS200","shore","TSS200-shore","chr3:40428651-40429015",TRUE,TRUE,"","","","NO"
"cg18512515",0.271496484883987,0.335122962581665,9.66307183597693,9.22724265409824e-20,1.22824068088491e-19,32.613615614183,0.206356058322403,0.47785254320639,0.271496484883987,"15",96897414,"F","I","","IGR","shore","IGR-shore","chr15:96897596-96898046",TRUE,NA,"","","","NO"
"cg22976979",0.149772570548423,0.0976591539859713,9.65685137419639,9.68156247412335e-20,1.28851000332685e-19,32.5659252779031,0.026624163383005,0.176396733931428,0.149772570548423,"20",33146263,"R","I","MAP1LC3A","TSS1500","island","TSS1500-island","chr20:33146135-33147318",TRUE,NA,"","","","NO"
"cg21773872",0.271767091260831,0.353139861415844,9.65844293139077,9.81513129701194e-20,1.30607847810191e-19,32.5558632850799,NA,0.495270926385589,NA,"7",30722320,"R","I","CRHR2","TSS200","island","TSS200-island","chr7:30721372-30722445",NA,NA,"","","","NO"
"cg00054971",-0.332289249746164,0.469863348864027,-9.65997600774003,9.95784326858534e-20,1.32485782235646e-19,32.5451269620205,NA,0.296996109111688,NA,"10",129796937,"R","I","PTPRE","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","","DOWN"
"cg09017894",0.171672654593776,0.101664690344668,9.65417161652175,1.00128684687934e-19,1.33196661127867e-19,32.5345902447668,0.0205014009235417,NA,NA,"1",95285790,"R","I","SLC44A3","TSS200","island","TSS200-island","chr1:95285602-95286319",TRUE,NA,"","","","NO"
"cg08146483",-0.28350969240136,0.350907268585385,-9.65079180862501,1.01454608024467e-19,1.34938989880018e-19,32.5194857090346,0.485371865552887,0.201862173151527,-0.28350969240136,"1",75602412,"R","I","LHX8","Body","island","Body-island","chr1:75601998-75602878",NA,NA,"","","","NO"
"cg07016276",0.256913688656983,0.513755229829257,9.64986131453596,1.02186237363678e-19,1.35890453189456e-19,32.5123560537394,0.391904737494802,0.648818426151785,0.256913688656983,"6",29692009,"F","I","HLA-F","Body","island","Body-island","chr6:29691106-29692093",TRUE,TRUE,"","rs3087327","","NO"
"cg17364114",0.195919132685791,0.166179332809567,9.63740139490992,1.12502799932086e-19,1.49585928797175e-19,32.4169240351524,0.0732576870214494,0.26917681970724,0.195919132685791,"6",160769359,"R","I","SLC22A3","TSS200","island","TSS200-island","chr6:160768414-160770308",TRUE,TRUE,"","","","NO"
"cg10259748",0.266049169042702,0.381079844658003,9.62768340697321,1.21260957681311e-19,1.61205289699184e-19,32.3425428433661,0.254896524483464,0.520945693526166,0.266049169042702,"6",110679107,"F","I","C6orf186","Body","island","Body-island","chr6:110678854-110679108",TRUE,TRUE,"","","","NO"
"cg02038168",0.193734072505997,0.157466597281431,9.62581355884048,1.23022151768505e-19,1.63520613504231e-19,32.3282361186286,0.0655812943214438,0.259315366827441,0.193734072505997,"22",39784481,"R","I","","IGR","island","IGR-island","chr22:39784354-39785104",NA,NA,"","","","NO"
"cg27097438",0.256860757393297,0.299481444765382,9.62209859674049,1.26596906077703e-19,1.68245395064131e-19,32.2998167445767,0.177656056973132,0.43451681436643,0.256860757393298,"5",126409153,"F","I","FLJ44606","5'UTR","island","5'UTR-island","chr5:126409006-126409327",NA,NA,"","rs74937732","","NO"
"cg16898833",0.22837192205206,0.2156510004349,9.68454918909233,1.37130902621836e-19,1.82186953006173e-19,32.298406302666,NA,NA,NA,"6",26189333,"F","II","HIST1H4D","TSS200","shore","TSS200-shore","chr6:26188997-26189295",TRUE,NA,"","rs13204572","","NO"
"cg01649597",0.190855005959849,0.22712303860208,9.61184203913374,1.37010448857099e-19,1.82055875576937e-19,32.2213876874067,0.136603235775408,0.327458241735258,0.190855005959849,"2",232395061,"F","I","NMUR1","Body","island","Body-island","chr2:232394763-232395337",TRUE,NA,"","","","NO"
"cg23105471",0.270986607158475,0.487928888202561,9.60638425834911,1.42893819214641e-19,1.89813160394198e-19,32.1796735417216,0.359403811664541,0.630390418823016,0.270986607158475,"12",58241215,"R","I","CTDSP2","TSS1500","shore","TSS1500-shore","chr12:58238840-58241046",NA,NA,"","","","NO"
"cg08272731",-0.253612788938096,0.270005239146692,-9.59629439214005,1.54438296963958e-19,2.05115664997918e-19,32.1025927095339,0.390290161900189,0.136677372962093,-0.253612788938096,"1",75602167,"F","I","LHX8","Body","island","Body-island","chr1:75601998-75602878",NA,NA,"","","","NO"
"cg02984614",0.227590186638588,0.251240659842955,9.59588925804291,1.5492068001547e-19,2.05723630718365e-19,32.0994987091203,0.143297885608654,0.370888072247242,0.227590186638588,"17",31618409,"R","I","ACCN1","Body","island","Body-island","chr17:31618345-31620465",TRUE,NA,"","","","NO"
"cg14537533",0.218252373607495,0.207872943675602,9.58789465211079,1.64751458721869e-19,2.18743433910124e-19,32.0384597795799,0.104358960764619,0.322611334372114,0.218252373607495,"12",52626904,"R","I","KRT7","TSS200","island","TSS200-island","chr12:52626793-52627577",TRUE,NA,"","","","NO"
"cg02283535",-0.246287528242953,0.361920686489221,-9.58107284470705,1.73627845215504e-19,2.30492137125428e-19,31.9863988402103,0.478731342741593,0.23244381449864,-0.246287528242953,"X",103811660,"F","I","IL1RAPL2","5'UTR","island","5'UTR-island","chrX:103811550-103812043",NA,NA,"","","","NO"
"cg01572989",0.23076574258656,0.294154918498956,9.58090338494357,1.73854279219964e-19,2.30756061106384e-19,31.9851058776827,0.184706023443616,0.415471766030176,0.23076574258656,"8",144484296,"F","I","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","NO"
"cg10627839",0.276114768762417,0.507435892852524,9.56592673347311,2.05186479424042e-19,2.72299896601819e-19,31.8289961608902,0.378156723663185,NA,NA,"1",196866512,"R","I","CFHR4","Body","opensea","Body-opensea","",NA,TRUE,"","","","NO"
"cg16619395",0.215839238578506,0.212359870952629,9.55705317485517,2.08828717084942e-19,2.77089438139709e-19,31.8032653601861,0.109990403512538,0.325829642091044,0.215839238578507,"3",154145868,"F","I","GPR149","Body","shore","Body-shore","chr3:154146347-154146965",NA,TRUE,"","","","NO"
"cg16050974",0.221863963746831,0.231043044612943,9.5564689544269,2.09767767323611e-19,2.78291238402644e-19,31.7988144576371,0.125816136093017,0.347680099839849,0.221863963746831,"1",10057700,"F","I","RBP7","Body","island","Body-island","chr1:10057121-10058108",TRUE,NA,"","rs12759809","rs11121513","NO"
"cg19547972",0.232164496487663,0.721398625786822,9.55085238543789,2.19012090812119e-19,2.90509210327793e-19,31.7560326368907,0.611286321738388,0.843450818226051,0.232164496487663,"7",73389575,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg01698108",0.250046412012181,0.326793341215235,9.54111090659981,2.3601396625171e-19,3.13011696152847e-19,31.681866306139,0.208199900089458,0.458246312101639,0.250046412012181,"3",182880470,"R","I","LAMP3","5'UTR","island","5'UTR-island","chr3:182880277-182880722",TRUE,TRUE,"high-CpG:184363126-184363318","","","NO"
"cg09939997",0.181114170426147,0.207680322379659,9.52878633470675,2.59411963618879e-19,3.43988499059066e-19,31.5880978457875,0.121780458691829,0.302894629117976,0.181114170426147,"16",89323758,"R","I","","IGR","shore","IGR-shore","chr16:89323280-89323661",TRUE,TRUE,"","","","NO"
"cg20207108",0.264604280248082,0.372396466105301,9.51695678917485,2.84030434629231e-19,3.76573599570322e-19,31.4981631794308,0.246898436044783,0.511502716292864,0.264604280248082,"X",101906181,"R","I","GPRASP1","TSS200","island","TSS200-island","chrX:101906001-101907017",TRUE,NA,"","","","NO"
"cg11176186",0.150826474174936,0.0991982179775628,9.51171253397046,2.95672909149997e-19,3.91947236280399e-19,31.4583146746638,0.0276633759403073,0.178489850115244,0.150826474174936,"20",60877067,"F","I","ADRM1","TSS1500","shore","TSS1500-shore","chr20:60877499-60879008",NA,NA,"","","","NO"
"cg15993383",0.240557486215821,0.354096217628944,9.49473129200765,3.40863800132998e-19,4.51781086198804e-19,31.3189825326699,NA,0.48023381068767,NA,"3",123167507,"R","I","ADCY5","TSS200","island","TSS200-island","chr3:123166218-123168567",TRUE,NA,"","","","NO"
"cg14395298",0.262089243795132,0.464033811502643,9.48291977494021,3.68554268975378e-19,4.88404562661851e-19,31.2397651830614,0.339728627302666,0.601817871097798,0.262089243795132,"13",23412250,"R","I","","IGR","island","IGR-island","chr13:23412207-23412623",NA,NA,"","","","NO"
"cg07671858",0.149688010500989,0.104923136976104,9.48200116463221,3.71151839350195e-19,4.9176882885512e-19,31.2327990194419,0.0339282519956346,0.183616262496624,0.149688010500989,"10",75407585,"R","I","SYNPO2L","Body","island","Body-island","chr10:75407413-75407706",TRUE,TRUE,"","","","NO"
"cg12390895",-0.282082272818855,0.498720240805553,-9.48277432236851,3.82767664912698e-19,5.07079142512002e-19,31.208066036888,NA,NA,NA,"5",92946500,"F","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","NO"
"cg01047268",0.197781948551158,0.202251513516231,9.47745560494455,3.84275133415126e-19,5.08995475590607e-19,31.1983342626646,0.108446360774824,0.306228309325982,0.197781948551158,"1",235257304,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","NO"
"cg13137809",0.237732318870041,0.3264011047024,9.4585956988073,4.43823461095947e-19,5.87777614774183e-19,31.0554423340546,0.213648062038324,0.451380380908364,0.237732318870041,"7",2768988,"F","I","GNA12","3'UTR","opensea","3'UTR-opensea","",NA,TRUE,"","rs41304915","","NO"
"cg02246190",0.264850906551902,0.418487681055069,9.45107725722426,4.81526621217347e-19,6.37608716698323e-19,30.9780748676462,NA,0.55700166091842,NA,"13",61989859,"F","I","PCDH20","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","","NO"
"cg07861180",0.276778751012935,0.44950018628682,9.43514188667329,5.30784689596641e-19,7.0272191709831e-19,30.8779818523487,0.318227978663542,0.595006729676477,0.276778751012935,"X",129066829,"R","I","","IGR","island","IGR-island","chrX:129066633-129067227",NA,NA,"","","","NO"
"cg05353872",0.249818825446019,0.66534825818258,9.4222342980848,5.85648214952277e-19,7.75234540914486e-19,30.7804305897358,0.546862758113897,0.796681583559916,0.249818825446019,"1",248366399,"R","I","OR2M3","1stExon","opensea","1stExon-opensea","",NA,NA,"","","","NO"
"cg03451212",0.203417564700493,0.179439662003163,9.42031822352412,5.94258368266054e-19,7.86507352423101e-19,30.7659563554597,0.0829616170309298,0.286379181731422,0.203417564700493,"8",70745466,"R","I","SLCO5A1","5'UTR","island","5'UTR-island","chr8:70744098-70747441",TRUE,NA,"","","","NO"
"cg27546431",0.245455575819668,0.735814390441654,9.4319349600048,6.07046751012505e-19,8.03178422229723e-19,30.7613662671535,NA,NA,NA,"17",1372751,"R","I","MYO1C","Body","shelf","Body-shelf","chr17:1375216-1375460",TRUE,NA,"","rs66694159","","NO"
"cg12453014",-0.237379540881261,0.370637591307675,-9.4179191598456,6.0521612754599e-19,8.00883182246033e-19,30.7478360571978,0.483223316411359,0.245843775530098,-0.237379540881261,"5",119801142,"R","I","PRR16","5'UTR","island","5'UTR-island","chr5:119800971-119801194",TRUE,NA,"","","","NO"
