"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","GBM_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg01252526",-0.0830111560063889,0.226094082424891,-3.30969625967434,0.00101153308052027,0.00116412003783804,-3.48596931626533,0.261615135227625,0.178603979221235,-0.0830111560063896,"16",711033,"F","I","WDR90","Body","shore","Body-shore","chr16:711065-711414",NA,TRUE,"","","","NO"
"cg02360578",0.0721677831731809,0.201036686411668,3.30216120077557,0.00103841350315241,0.00119489068944011,-3.51032163910459,0.170155588495702,0.242323371668882,0.0721677831731798,"X",105855130,"R","I","CXorf57","TSS200","island","TSS200-island","chrX:105855028-105855297",NA,NA,"","","","NO"
"cg02072885",-0.0881885344318213,0.30516794990647,-3.30156543336923,0.00104056688139806,0.001197203653381,-3.51224482920515,0.342904439058692,0.254715904626869,-0.088188534431823,"3",182880477,"R","I","LAMP3","5'UTR","island","5'UTR-island","chr3:182880277-182880722",TRUE,TRUE,"high-CpG:184363126-184363318","","","NO"
"cg10637512",-0.0839130959629908,0.220795147602604,-3.29149636444841,0.00107778482717417,0.00123985326992743,-3.54326333717072,0.256590244481922,NA,NA,"15",99645096,"F","I","SYNM","TSS200","island","TSS200-island","chr15:99645030-99646444",NA,NA,"","","","NO"
"cg04330371",0.0746671489068539,0.204976256043679,3.28279548583642,0.00111057124191404,0.0012773939356946,-3.57266682567263,0.17302566209284,0.247692810999693,0.0746671489068524,"15",96875656,"F","I","NR2F2","TSS200","island","TSS200-island","chr15:96873408-96877721",NA,NA,"","","","NO"
"cg06005891",-0.0699499911725083,0.23550686984069,-3.28241100915723,0.0011120498227336,0.00127891853236736,-3.57390106133384,0.265438959086601,0.195488967914092,-0.0699499911725095,"6",1389167,"F","I","FOXF2","TSS1500","island","TSS1500-island","chr6:1389139-1391393",NA,NA,"","rs1711972","","NO"
"cg08180229",-0.0998195906268269,0.563718139818506,-3.27259117379992,0.00115043864816351,0.00132288568021445,-3.60537776697454,0.606431639063475,0.506612048436646,-0.0998195906268299,"2",6122814,"R","I","LOC400940","Body","opensea","Body-opensea","",NA,TRUE,"","","","NO"
"cg00544449",-0.0801271015340166,0.299999316030923,-3.26211507662856,0.00119274552801198,0.00137134546394331,-3.63885907445101,0.334286261803619,0.254159160269601,-0.0801271015340179,"15",79724802,"R","I","KIAA1024","TSS200","island","TSS200-island","chr15:79724099-79725643",TRUE,NA,"","rs34784670","","NO"
"cg25132467",-0.0859981535872792,0.303241411043487,-3.25265538830435,0.00123239125287747,0.0014167326993998,-3.66824915338831,NA,0.254128246407394,NA,"X",129065735,"R","I","","IGR","island","IGR-island","chrX:129065619-129066259",NA,NA,"","","","NO"
"cg25742540",0.0726036147343076,0.178154287022435,3.25202309596622,0.00123486101760103,0.00141937657416607,-3.67101607028617,0.147086693740778,0.219690308475085,0.0726036147343062,"15",91643000,"R","I","SV2B","TSS200","island","TSS200-island","chr15:91642908-91643702",NA,NA,"high-CpG:89443896-89444568","","","NO"
"cg14428146",0.0668974979655733,0.176813300028918,3.24735871781604,0.00125478824305123,0.00144208295260008,-3.68584653029992,0.14818739392272,0.215084891888292,0.0668974979655722,"8",23563925,"F","I","NKX2-6","TSS200","island","TSS200-island","chr8:23562475-23565175",NA,TRUE,"","","","NO"
"cg00735883",-0.0865355296524808,0.311840149788613,-3.24070261298095,0.00128374086027865,0.00147515421551139,-3.70697459300308,0.348869306663164,0.262333777010682,-0.086535529652482,"X",106567457,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg09691340",-0.0821310745248599,0.285357257926102,-3.22998645610665,0.0013316567473832,0.00153000419029559,-3.74090342588469,0.320501717722787,0.238370643197926,-0.0821310745248607,"17",42402882,"R","I","SLC25A39","TSS1500","island","TSS1500-island","chr17:42402787-42403266",NA,NA,"","","","NO"
"cg11359133",-0.0948496310687977,0.509660637891125,-3.21674821102775,0.00139991515158482,0.0016079872372253,-3.75506338545562,NA,NA,NA,"2",176948699,"F","I","EVX2","TSS200","shore","TSS200-shore","chr2:176949511-176949795",NA,NA,"","","","NO"
"cg21424782",-0.0711000173827635,0.253673665602085,-3.22331787709922,0.00136230469278531,0.00156500184316948,-3.76196299377504,0.284097859086803,0.212997841704038,-0.071100017382765,"20",48599531,"R","I","SNAI1","5'UTR","island","5'UTR-island","chr20:48598959-48599657",NA,NA,"","","","NO"
"cg22274829",-0.0833221194117569,0.368235834170726,-3.21499228661019,0.00140217062549912,0.00161013517600271,-3.78453608852102,NA,NA,NA,"4",82393723,"R","I","RASGEF1B","TSS1500","shore","TSS1500-shore","chr4:82392610-82393426",NA,NA,"","","","NO"
"cg25940844",0.0825722910117945,0.261282693311293,3.21516065788359,0.00140068172553891,0.00160864656793402,-3.7876673006238,0.225949433901596,0.308521724913389,0.0825722910117927,"X",19533340,"F","I","MAP3K15","1stExon","island","1stExon-island","chrX:19533003-19533551",TRUE,NA,"","","","NO"
"cg11111131",0.0725898093863383,0.206862083291542,3.20302875725483,0.00145961162546044,0.00167586524451573,-3.82578137241253,0.175800397414598,0.248390206800935,0.0725898093863371,"X",105855108,"R","I","CXorf57","TSS200","island","TSS200-island","chrX:105855028-105855297",NA,NA,"","","","NO"
"cg19716433",-0.0473879756125293,0.0898563305337271,-3.19024439875242,0.00152442642710478,0.00175004237625853,-3.86434519281382,0.110070781669142,NA,NA,"14",103589780,"R","I","","IGR","island","IGR-island","chr14:103589353-103590246",NA,NA,"high-CpG:102659135-102659552","","","NO"
"cg04716051",0.0596724860380015,0.16268007537743,3.18426259465226,0.00155529775647849,0.00178523735334176,-3.88446709197731,0.1371458022821,0.1968182883201,0.0596724860380004,"X",18443256,"R","I","CDKL5","TSS1500","island","TSS1500-island","chrX:18443120-18444426",NA,NA,"","","","NO"
"cg26368752",0.0585313048396633,0.154268852596618,3.17962119729491,0.00157984143673822,0.00181316051140419,-3.89893094387602,0.129222898897786,0.187754203737448,0.0585313048396623,"X",30671338,"F","I","GK","TSS200","island","TSS200-island","chrX:30670739-30671869",NA,NA,"","","","NO"
"cg25902889",0.091261367329623,0.600532331580747,3.17932439765427,0.00158142301941765,0.00181472636046911,-3.8998551668448,0.561480955793189,0.652742323122809,0.0912613673296192,"19",4305090,"F","I","FSD1","Body","island","Body-island","chr19:4304542-4305122",NA,NA,"","","","NO"
"cg07386410",0.0572558819287601,0.174016143529582,3.16873902959033,0.00163879580333424,0.00188030492254557,-3.93276374675791,0.149515952192624,0.206771834121384,0.0572558819287593,"X",55515751,"R","I","USP51","TSS200","shore","TSS200-shore","chrX:55515067-55515544",NA,NA,"","","","NO"
"cg02261899",0.13936185748105,0.525476595360376,3.06286406962365,0.00246715813599495,0.00282260189921964,-3.9458798246152,NA,NA,NA,"X",125686940,"R","I","DCAF12L1","TSS200","island","TSS200-island","chrX:125685711-125686941",NA,NA,"","","","NO"
"cg16293631",0.0687027913585144,0.269522493944005,3.15932654277659,0.00169141969208242,0.00194041748251257,-3.96193795032482,0.240124090199898,0.30882688155841,0.0687027913585125,"17",38020606,"R","I","IKZF3","TSS200","island","TSS200-island","chr17:38020381-38020645",TRUE,NA,"","","","NO"
"cg26351479",0.127989577576712,0.541337940307368,3.06368844511864,0.00243171513027202,0.00278243366638713,-3.98627560939816,NA,NA,NA,"X",125686936,"R","I","DCAF12L1","TSS200","island","TSS200-island","chrX:125685711-125686941",NA,NA,"","","","NO"
"cg16602369",-0.128521457489862,0.561145590337823,-3.14853524586904,0.00175366927101865,0.00201155472883287,-3.99528378857697,0.616140818659067,0.487619361169204,-0.128521457489864,"5",10564338,"F","I","ANKRD33B","TSS200","island","TSS200-island","chr5:10562816-10565680",NA,NA,"","","","NO"
"cg24205065",0.0817016919463726,0.698996197239007,3.145861037776,0.00177048924073747,0.00203056934611763,-3.9990688173735,NA,NA,NA,"11",50238107,"R","I","","IGR","island","IGR-island","chr11:50238008-50238222",NA,NA,"","rs75730318","","NO"
"cg11213520",-0.0863721390613165,0.445127529186169,-3.1431250860808,0.00178593431180836,0.00204800209208607,-4.01050236960721,0.481971588506032,NA,NA,"12",113901529,"R","I","LHX5","Body","island","Body-island","chr12:113900750-113906442",NA,TRUE,"","","","NO"
"cg25475603",-0.0474914904632362,0.0937401002379187,-3.14105389868554,0.00179805867626054,0.00206162258872915,-4.01833766708246,0.114062040343118,0.0665705498798811,-0.0474914904632365,"5",132948256,"F","I","FSTL4","TSS200","island","TSS200-island","chr5:132946744-132948467",TRUE,NA,"","","","NO"
"cg05626536",-0.0763242783183309,0.745704762190418,-3.13687677664937,0.00182329153174763,0.00209026725075061,-4.03118672526865,0.778364453377799,0.702040175059464,-0.0763242783183344,"8",144801088,"F","I","MAPK15","Body","island","Body-island","chr8:144800957-144801335",NA,NA,"","","rs74800153","NO"
"cg11805669",-0.0582749834520716,0.149665551827496,-3.13227511395048,0.0018517403633491,0.00212259042198386,-4.04454988082616,NA,0.11638496687235,NA,"2",157178294,"F","I","","IGR","shore","IGR-shore","chr2:157176251-157177346",NA,NA,"","","","NO"
"cg18141400",0.110931601649942,0.74335469246594,3.12414721912911,0.00190221482320331,0.00218014852970784,-4.07024273836168,0.695886286178525,0.806817887828463,0.110931601649939,"14",51818816,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg08862890",-0.0819208523746159,0.356960980036103,-3.11785184566888,0.00194239886266724,0.00222589850462581,-4.08950168011685,0.392015484308032,0.310094631933415,-0.081920852374617,"5",169064451,"R","I","DOCK2","Body","island","Body-island","chr5:169064270-169064702",NA,NA,"","","","NO"
"cg22815953",-0.0713669443924543,0.280708501512917,-3.11754637070823,0.00194436849527339,0.00222785000816265,-4.09043525060313,0.311246914927363,0.239879970534907,-0.0713669443924555,"20",48599524,"R","I","SNAI1","TSS200","island","TSS200-island","chr20:48598959-48599657",NA,NA,"","","","NO"
"cg16161440",0.0452577734482837,0.124583691794577,3.11352881640208,0.0019704445730491,0.00225741826155405,-4.10270526801721,0.105217574784149,0.150475348232432,0.045257773448283,"X",56590187,"R","I","UBQLN2","1stExon","island","1stExon-island","chrX:56589945-56590514",NA,NA,"","","","NO"
"cg26322231",-0.0816354836538437,0.383100985066859,-3.10999065880312,0.00199367547198716,0.00228371930522155,-4.11349862627891,0.418033378072226,0.33639789441838,-0.0816354836538453,"7",138720803,"F","I","ZC3HAV1L","TSS200","island","TSS200-island","chr7:138720044-138721019",NA,NA,"high-CpG:138371310-138371439","","","NO"
"cg05804220",-0.0680036817070025,0.255903107680628,-3.08949206436155,0.00213360279780982,0.0024436684635184,-4.175020942558,NA,0.217066506239565,NA,"15",45422062,"F","I","DUOX1","TSS200","island","TSS200-island","chr15:45421236-45422394",TRUE,NA,"","","","NO"
"cg10779423",-0.0589323949236742,0.168910031967076,-3.08268965717593,0.0021815902964889,0.00249828722918003,-4.19638702782525,0.19412761491116,0.135195219987485,-0.058932394923675,"3",50604763,"F","I","C3orf18","5'UTR","shore","5'UTR-shore","chr3:50604905-50605359",NA,NA,"","","","NO"
"cg13888838",-0.052425973683756,0.147967451039755,-3.07810471928814,0.00221470197034398,0.00253585804005669,-4.21023872205704,0.170400890941642,0.117974917257885,-0.0524259736837566,"2",220025712,"R","I","NHEJ1","TSS200","shore","TSS200-shore","chr2:220024750-220025510",NA,NA,"","","","NO"
"cg07553115",0.0673743513498364,0.219054354098417,3.07283354836384,0.00225334026107392,0.00257974572303844,-4.22613922198051,0.190224399102209,0.257598750452044,0.067374351349835,"X",107976167,"F","I","IRS4","1stExon","island","1stExon-island","chrX:107975859-107976222",NA,NA,"","","","NO"
"cg09329826",-0.0663670794533076,0.219565961412919,-3.07094040059989,0.00226736784248265,0.00259544956921075,-4.23184353746888,0.247964897737126,0.181597818283817,-0.0663670794533089,"X",153094594,"F","I","PDZD4","Body","island","Body-island","chrX:153094109-153094620",NA,TRUE,"","","","NO"
"cg05924652",-0.061783040788798,0.229072514074172,-3.07038441793725,0.00227150270898817,0.00259982650101208,-4.23351815044084,0.255509908272169,0.19372686748337,-0.0617830407887991,"6",39016363,"F","I","GLP1R","TSS200","island","TSS200-island","chr6:39016307-39016998",NA,NA,"","rs13206656","","NO"
"cg13928473",-0.0668974876974707,0.325289228734578,-3.06867223996731,0.00228427983045208,0.00261409228816393,-4.23867338549636,0.353915130446984,0.287017642749512,-0.0668974876974722,"1",6063654,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","NO"
"cg17652174",0.1182032624509,0.372393554095304,2.98505933913232,0.00309923632787963,0.00354234782912935,-4.24286770129823,NA,NA,NA,"17",81008971,"R","I","B3GNTL1","Body","shore","Body-shore","chr17:81009245-81009999",NA,NA,"","","","NO"
"cg24480695",0.0596741137819321,0.170196561069098,3.02320925269425,0.00264902285133364,0.00303025289607575,-4.37307664214097,0.144741169875407,NA,NA,"11",18727628,"R","I","IGSF22","Body","island","Body-island","chr11:18727320-18727727",TRUE,NA,"","","","NO"
"cg09289202",-0.0862569994518313,0.459329855265325,-3.02220407677238,0.0026573063583385,0.00303931233811061,-4.3775331474166,0.496239827123784,0.409982827671951,-0.0862569994518329,"2",242443982,"R","II","STK25","Body","shelf","Body-shelf","chr2:242447017-242448558",NA,NA,"","","","NO"
"cg13797960",-0.0742366493380437,0.299649108362186,-3.00888319174918,0.00277410872971286,0.0031724715028092,-4.41696499492861,0.331415488544047,0.257178839206002,-0.0742366493380447,"X",67906191,"F","I","STARD8","5'UTR","island","5'UTR-island","chrX:67906111-67906475",NA,TRUE,"high-CpG:67822889-67822920","","","NO"
"cg00580047",-0.0655089005672373,0.234964831522484,-3.00875175299867,0.00277528432063425,0.00317338149665734,-4.41735324119838,0.262996547114047,0.197487646546808,-0.0655089005672385,"11",20385630,"F","I","HTATIP2","Body","island","Body-island","chr11:20385161-20385673",TRUE,TRUE,"","","","NO"
"cg26584339",-0.0819566931791623,0.335875272806745,-2.9972777989045,0.00287968485350691,0.00329230700235346,-4.45118251153771,0.370945113608992,0.288988420429828,-0.0819566931791637,"X",37545135,"R","I","XK","5'UTR","island","5'UTR-island","chrX:37544804-37545419",TRUE,NA,"","","","NO"
"cg11143827",0.0535474269537736,0.842566490859354,2.97805806397951,0.00306265326601318,0.00350101332570801,-4.50757113416681,0.819653173279136,0.873200600232906,0.0535474269537706,"X",39961764,"F","I","BCOR","5'UTR","island","5'UTR-island","chrX:39953434-39969247",NA,NA,"","","","NO"
"cg15788369",0.0980757959437418,0.63151854558388,2.93823406422558,0.00352504655171073,0.00402353311832101,-4.51800127699181,NA,NA,NA,"19",15833777,"R","I","","IGR","island","IGR-island","chr19:15833733-15833983",NA,NA,"","","","NO"
"cg14118515",-0.0937892555722659,0.571209681397945,-2.95503458414502,0.00331367064079595,0.00378588683441048,-4.53180902604987,NA,NA,NA,"2",176948728,"F","I","EVX2","TSS200","shore","TSS200-shore","chr2:176949511-176949795",NA,NA,"","","","NO"
"cg06060135",0.0687637737341258,0.205473761309869,2.95946305425775,0.00324974029968762,0.00371386189652399,-4.56179535801618,0.176049262781778,0.244813036515903,0.0687637737341248,"5",3596704,"R","I","IRX1","Body","island","Body-island","chr5:3594467-3603054",NA,NA,"","","","NO"
"cg07825508",0.0592059946361767,0.170690861573298,2.95874697281035,0.00325714953979127,0.00372182016898048,-4.56387697371952,0.145356203403399,0.204562198039575,0.0592059946361756,"X",100645891,"F","I","RPL36A","TSS200","island","TSS200-island","chrX:100645780-100646107",TRUE,NA,"","","","NO"
"cg03024760",0.0800768227477009,0.328680866696977,2.94672734299196,0.00338464789073809,0.00386644994929932,-4.59646816975217,NA,NA,NA,"15",27215997,"R","I","GABRG3","TSS1500","island","TSS1500-island","chr15:27215951-27216856",NA,NA,"","","","NO"
"cg00960700",-0.0705047742479341,0.357301914042423,-2.94630059906555,0.00338842279047959,0.0038702329767113,-4.59998069522901,0.387471398836889,0.316966624588953,-0.0705047742479362,"17",80709150,"R","I","TBCD","TSS1500","island","TSS1500-island","chr17:80709052-80710843",NA,NA,"","","","NO"
"cg07828380",0.0558138168578436,0.179921673398725,2.9449771821207,0.00340266163281307,0.00388596517847168,-4.60381098504018,0.156038551766532,0.211852368624375,0.0558138168578424,"X",11683977,"F","I","ARHGAP6","TSS200","island","TSS200-island","chrX:11682333-11684544",TRUE,NA,"","","","NO"
"cg06738356",-0.0676766433980154,0.257876331817043,-2.94427748926949,0.00341021180329545,0.00389405541344043,-4.60583539766647,0.286835639689683,0.219158996291666,-0.0676766433980164,"14",24046374,"F","I","JPH4","Body","island","Body-island","chr14:24044886-24046760",NA,NA,"high-CpG:23116166-23116728","","","NO"
"cg27118876",-0.0456764044060249,0.0885972304985828,-2.9427309705905,0.00342695413618876,0.00391263835639209,-4.61030828085264,0.10814248261651,0.0624660782104846,-0.0456764044060253,"15",92397541,"R","I","SLCO3A1","Body","island","Body-island","chr15:92396013-92397682",NA,NA,"high-CpG:90197216-90198575","","","NO"
"cg25789277",0.0655445455968769,0.257152819301253,2.9396305410439,0.00346074517409172,0.0039506784892542,-4.61926862444048,0.229105850952823,0.294650396549699,0.0655445455968757,"3",125677281,"F","I","","IGR","island","IGR-island","chr3:125677127-125678408",TRUE,NA,"","","","NO"
"cg18232722",0.0632776374707156,0.178459835445239,2.93321990630813,0.00353158054053702,0.00403044041470577,-4.63776677730467,0.151382892899631,0.214660530370345,0.0632776374707147,"X",102863013,"R","I","TCEAL3","5'UTR","island","5'UTR-island","chrX:102862719-102863148",TRUE,NA,"","","","NO"
